0.766569 0.7782 0.815858 0.869563 0.933335 1.00137 1.06821 1.13236 1.19133 1.24618 1.29507 1.34015 1.38155 1.419 1.45213 1.48397 1.51185 1.53746 1.56152 1.58346 1.60507 1.6227 1.64088 1.6571 1.67325 1.68669 1.70064 1.71299 1.72495 1.73579 1.74701 1.75753 1.76635 1.77624 1.78467 1.7928 1.80102 1.80787 1.81488 1.82304 1.82924 1.83312 1.84148 1.84734 1.85295 1.85825 1.86381 1.86807 1.87367 1.87837 1.88363 1.88711 1.89145 1.89624 1.9007 1.90392 1.90789 1.91165 1.91574 1.91851 1.92206 1.92545 1.92903 1.93022 1.93463 1.93698 1.94029 1.94332 1.94568 1.94875 1.95142 1.95485 1.95617 1.95926 1.96156 1.96369 1.96609 1.96765 1.9709 1.97249 1.97466 
0.795574 0.807532 0.846103 0.902835 0.968905 1.03965 1.10865 1.17527 1.23749 1.29449 1.3464 1.39415 1.4356 1.47552 1.5109 1.54381 1.57326 1.60088 1.6255 1.64926 1.67198 1.69096 1.70912 1.7276 1.74342 1.7576 1.77328 1.78552 1.7984 1.81059 1.82088 1.83409 1.84292 1.85172 1.86149 1.87017 1.87803 1.88809 1.89554 1.90232 1.90944 1.91537 1.92185 1.9293 1.93478 1.941 1.94615 1.95168 1.9569 1.96225 1.96627 1.9718 1.97585 1.98069 1.98543 1.98925 1.99283 1.99745 2.00076 2.00335 2.00893 2.01208 2.01541 2.01834 2.02249 2.02628 2.02897 2.03158 2.03537 2.03725 2.04043 2.0428 2.04478 2.04791 2.05063 2.05325 2.05613 2.05899 2.05997 2.0626 2.06582 
0.826473 0.839013 0.878952 0.937561 1.00642 1.08026 1.1531 1.22239 1.28744 1.34634 1.40111 1.44999 1.49493 1.53589 1.57399 1.60654 1.63812 1.66786 1.69459 1.71869 1.74121 1.76253 1.78304 1.80042 1.81732 1.83382 1.84921 1.86352 1.87589 1.88884 1.90223 1.91273 1.92399 1.93333 1.9431 1.95334 1.96191 1.97054 1.97978 1.98629 1.99371 2.00156 2.00922 2.01603 2.02168 2.02814 2.03342 2.03902 2.04438 2.05031 2.05889 2.06156 2.06652 2.07041 2.07547 2.08029 2.08405 2.08947 2.09237 2.0962 2.10028 2.10345 2.10829 2.11187 2.11436 2.11942 2.12194 2.12469 2.12811 2.1324 2.13415 2.13882 2.14092 2.14284 2.14545 2.14787 2.15183 2.15302 2.15635 2.15924 2.16042 
0.857762 0.872974 0.913986 0.974605 1.04673 1.12397 1.19935 1.27163 1.33908 1.40161 1.458 1.51035 1.55678 1.60044 1.63942 1.67564 1.70842 1.73998 1.7657 1.79173 1.81617 1.8383 1.85946 1.87909 1.89694 1.91316 1.92983 1.94556 1.9589 1.97204 1.98519 1.99762 2.00979 2.02001 2.03061 2.04001 2.04886 2.05723 2.06769 2.07565 2.08427 2.09209 2.09889 2.10583 2.11316 2.12047 2.12589 2.13238 2.13822 2.14624 2.15079 2.15564 2.16087 2.16553 2.17056 2.17551 2.17982 2.18465 2.18892 2.19331 2.19643 2.20144 2.205 2.20988 2.21279 2.2158 2.21838 2.22506 2.22797 2.23072 2.23536 2.23653 2.24024 2.24337 2.24571 2.24892 2.25164 2.25474 2.25723 2.25955 2.26224 
0.893521 0.908292 0.95112 1.01485 1.08876 1.16907 1.24876 1.32361 1.39418 1.45962 1.5195 1.57328 1.62222 1.66808 1.70854 1.74592 1.78068 1.81335 1.84238 1.86869 1.89469 1.91738 1.94059 1.95966 1.97982 1.99676 2.01536 2.03007 2.04709 2.05921 2.07425 2.08734 2.09746 2.11009 2.12255 2.13222 2.14156 2.15225 2.1612 2.16987 2.17767 2.187 2.19446 2.20301 2.21012 2.21646 2.22273 2.22992 2.23615 2.24341 2.24784 2.25419 2.25985 2.26508 2.2702 2.2759 2.28054 2.28491 2.29014 2.2957 2.29829 2.3035 2.30896 2.31252 2.31546 2.3198 2.32452 2.32718 2.32982 2.33501 2.33824 2.34121 2.34495 2.34849 2.3501 2.3541 2.35849 2.36137 2.36383 2.36651 2.3702 
0.930735 0.945255 0.989941 1.05573 1.13417 1.21764 1.29975 1.37866 1.45232 1.52004 1.58202 1.63865 1.69046 1.73713 1.7801 1.8212 1.85731 1.8903 1.92146 1.95058 1.97719 2.00191 2.02454 2.04588 2.06648 2.08578 2.1033 2.1205 2.13585 2.15145 2.16555 2.17948 2.19255 2.20478 2.21756 2.22811 2.23816 2.24857 2.25682 2.26853 2.27686 2.28585 2.2943 2.30287 2.31001 2.31777 2.32473 2.33003 2.33929 2.34547 2.35167 2.35769 2.36377 2.36933 2.37524 2.37994 2.38632 2.3914 2.39519 2.39971 2.4053 2.41024 2.41494 2.41978 2.4246 2.42797 2.43213 2.43609 2.44081 2.44432 2.44591 2.45072 2.45344 2.45819 2.46135 2.4647 2.46913 2.47119 2.47475 2.47757 2.47987 
0.967496 0.984641 1.03036 1.09894 1.18068 1.2672 1.3534 1.43579 1.51277 1.58329 1.64773 1.70778 1.76217 1.81156 1.85749 1.89674 1.93797 1.97156 2.00421 2.03551 2.06282 2.08932 2.11254 2.13613 2.15769 2.17879 2.1965 2.21501 2.23069 2.2473 2.26283 2.27668 2.29103 2.30321 2.31571 2.32812 2.3401 2.34948 2.35998 2.37019 2.38102 2.38905 2.39845 2.4058 2.41479 2.42279 2.43068 2.43826 2.44471 2.45504 2.45912 2.46392 2.47155 2.47819 2.48445 2.49101 2.49618 2.50044 2.50678 2.51173 2.5169 2.52142 2.52762 2.53184 2.53469 2.54088 2.54665 2.54975 2.5526 2.55807 2.56258 2.56576 2.56867 2.57189 2.5742 2.57826 2.58234 2.58564 2.58883 2.59416 2.59558 
1.00789 1.02413 1.07326 1.1446 1.22939 1.31895 1.40863 1.49543 1.57672 1.65049 1.71862 1.77967 1.83657 1.88796 1.9358 1.97912 2.02009 2.05662 2.09126 2.12204 2.15182 2.18035 2.20554 2.22946 2.2519 2.27298 2.29307 2.31025 2.32939 2.34627 2.36118 2.37712 2.39123 2.40552 2.41961 2.43132 2.44479 2.45475 2.46562 2.47743 2.48661 2.49604 2.50646 2.51628 2.52418 2.53016 2.54089 2.55034 2.55704 2.56444 2.57121 2.57878 2.58464 2.59147 2.5979 2.6033 2.61 2.61497 2.62181 2.62539 2.63389 2.63625 2.64339 2.64764 2.6532 2.65689 2.66046 2.66568 2.67072 2.67477 2.67959 2.68379 2.68908 2.69143 2.69517 2.69919 2.70279 2.70712 2.70877 2.71417 2.71857 
1.04966 1.06647 1.11693 1.19152 1.2802 1.37383 1.46815 1.5574 1.6401 1.71886 1.78861 1.85323 1.9129 1.96673 2.01801 2.06568 2.10663 2.14495 2.17979 2.21382 2.24497 2.2721 2.29952 2.32636 2.34914 2.37086 2.39205 2.41203 2.43168 2.45022 2.46719 2.48312 2.49716 2.51154 2.52517 2.54029 2.55148 2.56485 2.57327 2.58587 2.59738 2.60849 2.61978 2.62755 2.63666 2.64613 2.65617 2.66494 2.67103 2.67954 2.68687 2.69364 2.70265 2.7096 2.71546 2.72164 2.72934 2.7352 2.74091 2.74637 2.75194 2.75789 2.76295 2.76898 2.77425 2.77826 2.78429 2.78982 2.7934 2.79849 2.80225 2.80864 2.81117 2.81559 2.81871 2.82265 2.82809 2.83246 2.83569 2.83827 2.84337 
1.09194 1.11059 1.16223 1.24023 1.33211 1.43005 1.52747 1.62133 1.70844 1.78931 1.86312 1.93185 1.9934 2.04992 2.10214 2.15032 2.19445 2.23523 2.27298 2.30766 2.34048 2.37028 2.3991 2.42653 2.45043 2.47356 2.49677 2.51709 2.53625 2.55591 2.5744 2.59052 2.60707 2.62205 2.63703 2.65122 2.66467 2.67679 2.6903 2.69998 2.71174 2.72435 2.73516 2.7463 2.75493 2.76463 2.77289 2.78152 2.7927 2.79695 2.80804 2.8151 2.82303 2.83066 2.83661 2.84384 2.85101 2.85867 2.86346 2.87112 2.87686 2.88205 2.88901 2.89567 2.90102 2.90451 2.91123 2.91411 2.92077 2.9255 2.92954 2.93338 2.93928 2.94353 2.94785 2.95124 2.95669 2.95945 2.96373 2.96874 2.97125 
